# Generated with ADRIA.jl v0.15.1 on 2026-07-09_12_05_02_898
component,fieldname,val,ptype,dist,dist_params,default_dist_params,direction,lower_bound,upper_bound,is_constant,name,description
GrowthAcceleration,growth_acceleration_cb_group_6_midpoint,0.034577445361145834,continuous,Distributions.Uniform,"(0.031119700825031252, 0.038035189897260416)","(0.031119700825031252, 0.038035189897260416)",,0.031119700825031252,0.038035189897260416,false,Growth Acceleration Cb Group 6 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_7_midpoint,0.11812341093936915,continuous,Distributions.Uniform,"(0.10631106984543223, 0.12993575203330607)","(0.10631106984543223, 0.12993575203330607)",,0.10631106984543223,0.12993575203330607,false,Growth Acceleration Cb Group 7 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_8_midpoint,0.12478029024723014,continuous,Distributions.Uniform,"(0.11230226122250712, 0.13725831927195314)","(0.11230226122250712, 0.13725831927195314)",,0.11230226122250712,0.13725831927195314,false,Growth Acceleration Cb Group 8 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_9_midpoint,0.2485926828557181,continuous,Distributions.Uniform,"(0.22373341457014628, 0.2734519511412899)","(0.22373341457014628, 0.2734519511412899)",,0.22373341457014628,0.2734519511412899,false,Growth Acceleration Cb Group 9 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_10_midpoint,0.09162534286434126,continuous,Distributions.Uniform,"(0.08246280857790714, 0.10078787715077539)","(0.08246280857790714, 0.10078787715077539)",,0.08246280857790714,0.10078787715077539,false,Growth Acceleration Cb Group 10 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_11_midpoint,0.2741192511849479,continuous,Distributions.Uniform,"(0.2467073260664531, 0.30153117630344267)","(0.2467073260664531, 0.30153117630344267)",,0.2467073260664531,0.30153117630344267,false,Growth Acceleration Cb Group 11 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_12_midpoint,0.2385261343465052,continuous,Distributions.Uniform,"(0.21467352091185465, 0.2623787477811557)","(0.21467352091185465, 0.2623787477811557)",,0.21467352091185465,0.2623787477811557,false,Growth Acceleration Cb Group 12 Midpoint,
GrowthAcceleration,growth_acceleration_cb_group_1_height,1.5952988993156734,continuous,Distributions.Uniform,"(1.435769009384106, 1.7548287892472407)","(1.435769009384106, 1.7548287892472407)",,1.435769009384106,1.7548287892472407,false,Growth Acceleration Cb Group 1 Height,
GrowthAcceleration,growth_acceleration_cb_group_2_height,1.7832100877157462,continuous,Distributions.Uniform,"(1.6048890789441717, 1.9615310964873207)","(1.6048890789441717, 1.9615310964873207)",,1.6048890789441717,1.9615310964873207,false,Growth Acceleration Cb Group 2 Height,
GrowthAcceleration,growth_acceleration_cb_group_3_height,1.1220310688452086,continuous,Distributions.Uniform,"(1.0098279619606878, 1.2342341757297295)","(1.0098279619606878, 1.2342341757297295)",,1.0098279619606878,1.2342341757297295,false,Growth Acceleration Cb Group 3 Height,
GrowthAcceleration,growth_acceleration_cb_group_4_height,1.4475376403793847,continuous,Distributions.Uniform,"(1.3027838763414463, 1.592291404417323)","(1.3027838763414463, 1.592291404417323)",,1.3027838763414463,1.592291404417323,false,Growth Acceleration Cb Group 4 Height,
GrowthAcceleration,growth_acceleration_cb_group_5_height,1.7531081632567782,continuous,Distributions.Uniform,"(1.5777973469311004, 1.928418979582456)","(1.5777973469311004, 1.928418979582456)",,1.5777973469311004,1.928418979582456,false,Growth Acceleration Cb Group 5 Height,
GrowthAcceleration,growth_acceleration_cb_group_6_height,0.6128194769859905,continuous,Distributions.Uniform,"(0.5515375292873914, 0.6741014246845896)","(0.5515375292873914, 0.6741014246845896)",,0.5515375292873914,0.6741014246845896,false,Growth Acceleration Cb Group 6 Height,
GrowthAcceleration,growth_acceleration_cb_group_7_height,1.693770466602163,continuous,Distributions.Uniform,"(1.5243934199419467, 1.8631475132623792)","(1.5243934199419467, 1.8631475132623792)",,1.5243934199419467,1.8631475132623792,false,Growth Acceleration Cb Group 7 Height,
GrowthAcceleration,growth_acceleration_cb_group_8_height,1.7126974382099205,continuous,Distributions.Uniform,"(1.5414276943889285, 1.8839671820309125)","(1.5414276943889285, 1.8839671820309125)",,1.5414276943889285,1.8839671820309125,false,Growth Acceleration Cb Group 8 Height,
GrowthAcceleration,growth_acceleration_cb_group_9_height,1.9716717190691135,continuous,Distributions.Uniform,"(1.774504547162202, 2.168838890976025)","(1.774504547162202, 2.168838890976025)",,1.774504547162202,2.168838890976025,false,Growth Acceleration Cb Group 9 Height,
GrowthAcceleration,growth_acceleration_cb_group_10_height,1.8879796302427316,continuous,Distributions.Uniform,"(1.6991816672184585, 2.0767775932670047)","(1.6991816672184585, 2.0767775932670047)",,1.6991816672184585,2.0767775932670047,false,Growth Acceleration Cb Group 10 Height,
GrowthAcceleration,growth_acceleration_cb_group_11_height,1.6094528995868778,continuous,Distributions.Uniform,"(1.44850760962819, 1.7703981895455656)","(1.44850760962819, 1.7703981895455656)",,1.44850760962819,1.7703981895455656,false,Growth Acceleration Cb Group 11 Height,
GrowthAcceleration,growth_acceleration_cb_group_12_height,0.3826377911360482,continuous,Distributions.Uniform,"(0.34437401202244333, 0.420901570249653)","(0.34437401202244333, 0.420901570249653)",,0.34437401202244333,0.420901570249653,false,Growth Acceleration Cb Group 12 Height,
CotsParams,a,1.5,continuous,Distributions.TriangularDist,"(0.5, 2.5, 1.5)","(0.5, 2.5, 1.5)",,0.5,2.5,false,BH a,Beverton-Holt recruitment parameter 'a'
CotsParams,b,0.5,continuous,Distributions.TriangularDist,"(0.1, 1.0, 0.5)","(0.1, 1.0, 0.5)",,0.1,1.0,false,BH b,Beverton-Holt density dependence 'b'
CotsParams,a_ricker,6.0,continuous,Distributions.TriangularDist,"(2.0, 10.0, 6.0)","(2.0, 10.0, 6.0)",,2.0,10.0,false,Ricker a,Ricker recruitment max parameter
CotsParams,b_ricker,0.1,continuous,Distributions.TriangularDist,"(0.01, 0.5, 0.1)","(0.01, 0.5, 0.1)",,0.01,0.5,false,Ricker b,Ricker density dependence parameter
CotsParams,allee_threshold,1.0,continuous,Distributions.TriangularDist,"(0.1, 5.0, 1.0)","(0.1, 5.0, 1.0)",,0.1,5.0,false,Allee Threshold,Allee effect threshold (population size where fertilization halves)
CotsParams,fecundity_gate,0.0,unordered categorical,ADRIA.CategoricalDistribution,"(0.0, 1.0)","(0.0, 1.0)",,0.0,1.0,false,Fecundity Gate,"Toggle maternal condition gating on fecundity (0=off, 1=on)"
CotsParams,m1,0.4,continuous,Distributions.TriangularDist,"(0.1, 0.9, 0.4)","(0.1, 0.9, 0.4)",,0.1,0.9,false,m1,Background mortality of Age 0 (recruits)
CotsParams,m2,0.2,continuous,Distributions.TriangularDist,"(0.05, 0.5, 0.2)","(0.05, 0.5, 0.2)",,0.05,0.5,false,m2,Background mortality of Age 1 (juveniles)
CotsParams,m3,0.1,continuous,Distributions.TriangularDist,"(0.05, 0.3, 0.1)","(0.05, 0.3, 0.1)",,0.05,0.3,false,m3,Background mortality of Age 2+ (adults)
CotsParams,p_tilde,0.97,continuous,Distributions.TriangularDist,"(0.8, 1.0, 0.97)","(0.8, 1.0, 0.97)",,0.8,1.0,false,Starvation max fraction,Maximum fraction of mortality attributable to starvation
CotsParams,C_max,0.8,continuous,Distributions.TriangularDist,"(0.4, 1.0, 0.8)","(0.4, 1.0, 0.8)",,0.4,1.0,false,C_max,Coral cover level corresponding to maximum food availability
CotsParams,eta_starve,2.0,continuous,Distributions.TriangularDist,"(1.0, 5.0, 2.0)","(1.0, 5.0, 2.0)",,1.0,5.0,false,Starvation Exponent,Shape parameter for starvation threshold function
CotsParams,tau_condition,5.0,continuous,Distributions.TriangularDist,"(1.0, 10.0, 5.0)","(1.0, 10.0, 5.0)",,1.0,10.0,false,Condition Timescale,Timescale (years) for maternal condition exponential moving average
CotsParams,a_F,0.6,continuous,Distributions.TriangularDist,"(0.1, 1.0, 0.6)","(0.1, 1.0, 0.6)",,0.1,1.0,false,Fast Consumption Rate,Base consumption rate coefficient for fast-growing corals
CotsParams,a_S,0.15,continuous,Distributions.TriangularDist,"(0.01, 0.5, 0.15)","(0.01, 0.5, 0.15)",,0.01,0.5,false,Slow Consumption Rate,Base consumption rate coefficient for slow-growing corals
CotsParams,h,0.0,continuous,Distributions.TriangularDist,"(0.0, 1.0, 0.0)","(0.0, 1.0, 0.0)",,0.0,1.0,false,Handling Time,Predator handling time (for Holling Type II/III)
CotsParams,eta_F,1.0,continuous,Distributions.TriangularDist,"(1.0, 3.0, 1.0)","(1.0, 3.0, 1.0)",,1.0,3.0,false,Fast Consumption Exponent,Shape exponent for fast coral consumption (Type II/III switch)
CotsParams,eta_S,1.0,continuous,Distributions.TriangularDist,"(1.0, 3.0, 1.0)","(1.0, 3.0, 1.0)",,1.0,3.0,false,Slow Consumption Exponent,Shape exponent for slow coral consumption (Type II/III switch)
CotsParams,IMM,0.002,continuous,Distributions.TriangularDist,"(0.0, 0.01, 0.002)","(0.0, 0.01, 0.002)",,0.0,0.01,false,Base Immigration,Base background immigration rate per timestep
CotsParams,imm_threshold,0.35,continuous,Distributions.TriangularDist,"(0.1, 0.8, 0.35)","(0.1, 0.8, 0.35)",,0.1,0.8,false,Immigration Threshold,Coral cover fraction below which immigration drops off
CotsParams,eta_imm,2.0,continuous,Distributions.TriangularDist,"(1.0, 5.0, 2.0)","(1.0, 5.0, 2.0)",,1.0,5.0,false,Immigration Exponent,Shape parameter for immigration gating function
